LABEL,author,year,title,property,fibre,matrix,fvf,material_type,ply_type,layup,rate_units,property_units,URL,data_source,n_repetitions,rate,property_mean,property_stdv,specimen_design,exp_setup,data_reduction,curve_fit,comments
,,,,,,,,,,,,,,,2,126.0757964,2894.452542,144.2569021,69 x 3 x 0.2 mm ,servohydraulic + strain-rate-increase mechanism,,1,
,,,,,,,,,,,,,,,3,161.3707973,2900.493734,139.6018255,70 x 3 x 0.2 mm ,servohydraulic + strain-rate-increase mechanism,,1,
,,,,,,,,,,,,,,,3,200.3634108,3211.036031,299.7439904,71 x 3 x 0.2 mm ,servohydraulic + strain-rate-increase mechanism,,1,
Tsai (2005),Tsai,2005,Strain rate effect on in-plane shear strength of unidirectional polymeric composites,S_12,S2-Glass,Hexcel 8552,,GFRP,UD,[45]N,1/s,MPa,https://doi.org/10.1016/j.compscitech.2005.01.013,table,,0.0001,91,,10 x 6 x 6 mm,servo-hydraulic,,1,
,,,,,,,,,,,,,,,,0.01,104,,10 x 6 x 6 mm,servo-hydraulic,,1,
,,,,,,,,,,,,,,,,1,114,,10 x 6 x 6 mm,servo-hydraulic,,1,
,,,,,,,,,,,,,,,,600,137,,10 x 6 x 6 mm,SHPB,,1,
Zhang (2021),Zhang,2021,Mechanical properties of pultruded GFRP at intermediate strain rates,X_t,Glass,polyester,0.551,GFRP,UD,UD,1/s,MPa,https://doi.org/10.1016/j.compstruct.2021.114699,table,,0.0025,380,14.44,200 x 20 x 6.21 mm ,servo-hydraulic,,1,
,,,,,,,,,,,,,,,,0.025,385,18.62,200 x 20 x 6.21 mm ,servo-hydraulic,,1,
,,,,,,,,,,,,,,,,0.75,470,18.62,200 x 20 x 6.21 mm ,servo-hydraulic,,1,
,,,,,,,,,,,,,,,,1,489,7.22,200 x 20 x 6.21 mm ,servo-hydraulic,,1,
,,,,,,,,,,,,,,,,2,507,11.4,200 x 20 x 6.21 mm ,servo-hydraulic,,1,
Zhang (2021),Zhang,2021,Mechanical properties of pultruded GFRP at intermediate strain rates,Y_t,Glass,polyester,0.551,GFRP,UD,UD,1/s,MPa,https://doi.org/10.1016/j.compstruct.2021.114699,table,,0.0025,105,3.99,200 x 20 x 6.21 mm ,servo-hydraulic,,1,
,,,,,,,,,,,,,,,,0.025,111,3.465,200 x 20 x 6.21 mm ,servo-hydraulic,,1,
,,,,,,,,,,,,,,,,0.75,127,1.785,200 x 20 x 6.21 mm ,servo-hydraulic,,1,
,,,,,,,,,,,,,,,,1,129,4.725,200 x 20 x 6.21 mm ,servo-hydraulic,,1,
,,,,,,,,,,,,,,,,2,131,5.46,200 x 20 x 6.21 mm ,servo-hydraulic,,1,
Shokrieh (2009),Shokrieh,2009,Tension behavior of unidirectional glass/epoxy composites under different strain rates,X_t,Glass,ML-560,,GFRP,UD,UD,1/s,MPa,https://doi.org/10.1016/j.compstruct.2008.06.012,table,5,0.0017,783.24,,82.7 x 12.7 x 1 mm ,servo-hydraulic,,1,
,,,,,,,,,,,,,,,5,0.55,789,,82.7 x 12.7 x 1 mm ,servo-hydraulic,,1,
,,,,,,,,,,,,,,,5,5.6,836.74,,82.7 x 12.7 x 1 mm ,servo-hydraulic,,1,
,,,,,,,,,,,,,,,5,46,1008.36,,82.7 x 12.7 x 1 mm ,servo-hydraulic,,1,
,,,,,,,,,,,,,,,5,85,1186.84,,82.7 x 12.7 x 1 mm ,servo-hydraulic,,1,
Barre (1996),Barre,1996,Comparative study of strain rate effects on mechanical properties of glass fibre-reinforced thermoset matrix composite,X_t,E-glass,Synolite 0591-N-1 (polyester),0.6,GFRP,UD,UD,1/s,MPa,https://doi.org/10.1016/1359-835X(96)00075-9,plot,,2.70E-05,395.9008357,,90 x 35 x 8 mm ,drop-weight,,1,
,,,,,,,,,,,,,,,,0.029405037,462.6161352,,90 x 35 x 8 mm ,drop-weight,,1,
,,,,,,,,,,,,,,,,6.430383075,344.2912834,,90 x 35 x 8 mm ,drop-weight,,1,
Barre (1996),Barre,1996,Comparative study of strain rate effects on mechanical properties of glass fibre-reinforced thermoset matrix composite,X_t,E-glass,Synolite 0591-N-1 (polyester),0.6,GFRP,UD,UD,1/s,MPa,https://doi.org/10.1016/1359-835X(96)00075-9,plot,,9.31E-05,150.5112283,,102.5 x 40 x 3 mm ,drop-weight,,1,
,,,,,,,,,,,,,,,,0.100903038,171.4260703,,102.5 x 40 x 3 mm ,drop-weight,,1,
,,,,,,,,,,,,,,,,9.699698878,847.9912694,,102.5 x 40 x 3 mm ,drop-weight,,1,
Aliyu (1985),Aliyu,1985,Effects of strain rate on delamination fracture toughness of graphite/epoxy,GIc,AS4,3501-6,,CFRP,UD,[0]24,m/s,kJ/m2,https://doi.org/10.1520/stp36313s,,"[5,10]",0.0000085,0.198,,,Instron,"average value from different methods: area method, beam analysis and an empirical method





",1,
,,,,,,,,,,,,,,,"[5,10]",0.000021,0.203,,,Instron,"average value from different methods: area method, beam analysis and an empirical method





",1,
,,,,,,,,,,,,,,,"[5,10]",0.00042,0.215,,,Instron,"average value from different methods: area method, beam analysis and an empirical method





",1,
,,,,,,,,,,,,,,,"[5,10]",0.00085,0.222,,,Instron,"average value from different methods: area method, beam analysis and an empirical method





",1,
,,,,,,,,,,,,,,,"[5,10]",0.0021,0.229,,,Instron,"average value from different methods: area method, beam analysis and an empirical method





",1,
,,,,,,,,,,,,,,,"[5,10]",0.00424,0.232,,,Instron,"average value from different methods: area method, beam analysis and an empirical method





",1,
,,,,,,,,,,,,,,,"[5,10]",0.00847,0.254,,,Instron,"average value from different methods: area method, beam analysis and an empirical method





",1,
Blackman (1996a),Blackman,1996,The failure of fibre composites and adhesively bonded fibre composites under high rates of test: Part I Mode I loading-experimental studies,GIc,T400,6376C,0.65,CFRP,UD,[0]N,m/s,kJ/m2,https://www.doi.org/10.1007/BF01151502,table,,0.000035,0.317,,,Instron 1343,"Static beam analysis with corrections for dynamic effects,  see Blackman1995 for exp. setup",1,
,,,,,,,,,,,,,,,,0.65,0.296,,,Instron 1343,"Static beam analysis with corrections for dynamic effects,  see Blackman1995 for exp. setup",1,
,,,,,,,,,,,,,,,,7.5,0.372,,,Instron 1343,"Static beam analysis with corrections for dynamic effects,  see Blackman1995 for exp. setup",1,
,,,,,,,,,,,,,,,,8,0.312,,,Instron 1343,"Static beam analysis with corrections for dynamic effects,  see Blackman1995 for exp. setup",1,
,,,,,,,,,,,,,,,,20.5,0.276,,,Instron 1343,"Static beam analysis with corrections for dynamic effects,  see Blackman1995 for exp. setup",1,
Blackman (1996a),Blackman,1996,The failure of fibre composites and adhesively bonded fibre composites under high rates of test: Part I Mode I loading-experimental studies,GIc,AS4,PEEK,0.65,CFRP,UD,[0]N,m/s,kJ/m2,https://www.doi.org/10.1007/BF01151502,table,,0.000175,0.81,,,Instron 1343,"Static beam analysis with corrections for dynamic effects,  see Blackman1995 for exp. setup",1,
,,,,,,,,,,,,,,,,1.1,0.916,,,Instron 1343,"Static beam analysis with corrections for dynamic effects,  see Blackman1995 for exp. setup",1,
,,,,,,,,,,,,,,,,6.5,1.03,,,Instron 1343,"Static beam analysis with corrections for dynamic effects,  see Blackman1995 for exp. setup",1,
,,,,,,,,,,,,,,,,14.9,0.952,,,Instron 1343,"Static beam analysis with corrections for dynamic effects,  see Blackman1995 for exp. setup",1,
,,,,,,,,,,,,,,,,18.4,1.054,,,Instron 1343,"Static beam analysis with corrections for dynamic effects,  see Blackman1995 for exp. setup",1,
Machado (2019),Machado,2019,Dynamic behaviour in mode I fracture toughness of CFRP as a function of temperature,GIc,T300,HS 160 RM,,CFRP,UD,[0]20,m/s,kJ/m2,https://doi.org/10.1016/j.tafmec.2019.102257,,,0.000033,0.59,,,Drop-weight,Compliance correction by Compliance Based Beam Method ,1,
,,,,,,,,,,,,,,,,0.001666,0.53,,,Drop-weight,Compliance correction by Compliance Based Beam Method ,1,
,,,,,,,,,,,,,,,,1.3395,0.42,,,Drop-weight,Compliance correction by Compliance Based Beam Method ,1,
Peter (2005),Peter,2005,Experimentelle und numerische Untersuchungen zum Crashverhalten von Strukturbauteilen aus kohlefaserverstärkten Kunststoffen,GIc,T700,L20 (epoxy),,CFRP,UD,[0]N,m/s,kJ/m2,https://www.emi.fraunhofer.de/de/forschung/publikationen/forschungsergebnisse-aus-der-kurzzeitdynamik/heft-8.html,,6,0.00001,0.5573727,,,Servo-hydraulic testing machine with a device with different load-levers,Value is calculated from force-crack tip displacement curve without any correction,1,
,,,,,,,,,,,,,,,6,0.05,0.571122,,,Servo-hydraulic testing machine with a device with different load-levers,Value is calculated from force-crack tip displacement curve without any correction,1,
,,,,,,,,,,,,,,,6,3,0.513556,,,Servo-hydraulic testing machine with a device with different load-levers,Value is calculated from force-crack tip displacement curve without any correction,1,
Smiley (1987),Smiley,1987,Rate Effects on Mode I Interlaminar Fracture Toughness in Composite Materials,GIc,AS4,3501-6,0.66,CFRP,UD,[0]24,m/s (crack opening),kJ/m2,https://doi.org/10.1177/002199838702100706,,,1.00E-10,0.17,,,Instron 1125 (QS) / Instron 1322 (Dyn),Beam analysis with corrections for compliance and dynamic effects,1,
,,,,,,,,,,,,,,,,0.00000002,0.17,,,Instron 1125 (QS) / Instron 1322 (Dyn),Beam analysis with corrections for compliance and dynamic effects,1,
,,,,,,,,,,,,,,,,0.000001,0.04,,,Instron 1125 (QS) / Instron 1322 (Dyn),Beam analysis with corrections for compliance and dynamic effects,1,
Smiley (1987),Smiley,1987,Rate Effects on Mode I Interlaminar Fracture Toughness in Composite Materials,GIc,AS4,PEEK,0.62,CFRP,UD,[0]26,m/s (crack opening),kJ/m2,https://doi.org/10.1177/002199838702100706,,,1.00E-11,1.6,,,Instron 1125 (QS) / Instron 1322 (Dyn),Beam analysis with corrections for compliance and dynamic effects,1,
,,,,,,,,,,,,,,,,0.0000007,1.6,,,Instron 1125 (QS) / Instron 1322 (Dyn),Beam analysis with corrections for compliance and dynamic effects,1,
,,,,,,,,,,,,,,,,0.000005,0.35,,,Instron 1125 (QS) / Instron 1322 (Dyn),Beam analysis with corrections for compliance and dynamic effects,1,
Cairns (1995),Cairns,1995,Static and dynamic strain energy release rates in toughened thermosetting composite laminates,GIc,IM7,"X1 (multi-phase, enhanced process zone)",0.58,CFRP,UD,,m/s,kJ/m2,https://ntrs.nasa.gov/citations/19950021867,,,4.17E-05,0.394,,,universal test machine,,1,
,,,,,,,,,,,,,,,,1.93,0.312,,,pneumatic cylinder,,1,
Cairns (1995),Cairns,1995,Static and dynamic strain energy release rates in toughened thermosetting composite laminates,GIc,IM7,"X2 (multi-phase, enhanced process zone)",0.58,CFRP,UD,,m/s,kJ/m2,https://ntrs.nasa.gov/citations/19950021867,,,4.17E-05,0.256,,,universal test machine,,1,
,,,,,,,,,,,,,,,,1.93,0.286,,,pneumatic cylinder,,1,
Cairns (1995),Cairns,1995,Static and dynamic strain energy release rates in toughened thermosetting composite laminates,GIc,IM7,"X4 (multi-phase, enhanced process zone)",0.58,CFRP,UD,,m/s,kJ/m2,https://ntrs.nasa.gov/citations/19950021867,,,4.17E-05,0.53,,,universal test machine,,1,
,,,,,,,,,,,,,,,,1.93,0.5,,,pneumatic cylinder,,1,
Cairns (1995),Cairns,1995,Static and dynamic strain energy release rates in toughened thermosetting composite laminates,GIc,IM7,8551-7A,0.58,CFRP,UD,,m/s,kJ/m2,https://ntrs.nasa.gov/citations/19950021867,,,4.17E-05,0.249,,,universal test machine,,1,
,,,,,,,,,,,,,,,,1.93,0.202,,,pneumatic cylinder,,1,
Cairns (1995),Cairns,1995,Static and dynamic strain energy release rates in toughened thermosetting composite laminates,GIc,IM7,Hexcel 8552,0.58,CFRP,UD,,m/s,kJ/m2,https://ntrs.nasa.gov/citations/19950021867,,,4.17E-05,0.233,,,universal test machine,,1,
,,,,,,,,,,,,,,,,1.93,0.24,,,pneumatic cylinder,,1,
Cairns (1995),Cairns,1995,Static and dynamic strain energy release rates in toughened thermosetting composite laminates,GIc,IM7,8551-7,0.58,CFRP,UD,,m/s,kJ/m2,https://ntrs.nasa.gov/citations/19950021867,,,4.17E-05,0.552,,,universal test machine,,1,
,,,,,,,,,,,,,,,,1.93,0.607,,,pneumatic cylinder,,1,
Cairns (1995),Cairns,1995,Static and dynamic strain energy release rates in toughened thermosetting composite laminates,GIc,IM7,8551-7C,0.58,CFRP,UD,,m/s,kJ/m2,https://ntrs.nasa.gov/citations/19950021867,,,4.17E-05,0.381,,,universal test machine,,1,
,,,,,,,,,,,,,,,,1.93,0.456,,,pneumatic cylinder,,1,
Choi (2001),Choi,2001,Rate effects on the delamination fracture of multidirectional carbon-fiber/epoxy composites under mode I loading,GIc,Carbon,Fibredux 6376C Epoxy,0.65,CFRP,UD,"[(-45,0,+45)2S]S",m/s,kJ/m2,https://doi.org/10.1023/A:1017512605105,,3,8.33E-06,0.4463269,0.022271931,,screw-driven,,1,
,,,,,,,,,,,,,,,3,8.33E-05,0.42845228,0.033574708,,screw-driven,,1,
,,,,,,,,,,,,,,,3,0.01,0.426197352,0.033413925,,servo-hydraulic (Instron 1343),,1,
,,,,,,,,,,,,,,,3,0.1,0.406473772,0.043277377,,servo-hydraulic (Instron 1343),,1,
,,,,,,,,,,,,,,,3,1,0.431257876,0.045029833,,servo-hydraulic (Instron 1343),,1,
,,,,,,,,,,,,,,,3,5.6,0.41696863,0.031006087,,servo-hydraulic (Instron 1343),,1,
,,,,,,,,,,,,,,,3,11.4,0.398623731,0.05294869,,servo-hydraulic (Instron 1343),,1,
de Verdiere (2012a),de Verdiere,2012,Influence of loading rate on the delamination response of untufted and tufted carbon epoxy non crimp fabric composites: Mode I,GIc,Carbon,RTM6,,CFRP,UD,"[90,0]4S",m/s (crack opening),kJ/m2,https://doi.org/10.1016/j.engfracmech.2012.05.015,,5,0.0000666,0.370179949,0.013496144,,Zwick,,1,
,,,,,,,,,,,,,,,,1.522198732,0.35555471,0.03277635,,Drop-weight,,1,
,,,,,,,,,,,,,,,,2.21987315,0.386761741,0.028916232,,Drop-weight,,1,
,,,,,,,,,,,,,,,,3.076109937,0.410338212,0.030856481,,Drop-weight,,1,
,,,,,,,,,,,,,,,,3.837209302,0.43386577,0.038564487,,Drop-weight,,1,
,,,,,,,,,,,,,,,,4.059196617,0.302874503,0.023136247,,Drop-weight,,1,
,,,,,,,,,,,,,,,,8.150105708,0.420659032,0.046268417,,Drop-weight,,1,
,,,,,,,,,,,,,,,,8.245243129,0.389859617,0.038560411,,Drop-weight,,1,
,,,,,,,,,,,,,,,,10.52854123,0.576123524,0.050128535,,Drop-weight,,1,
,,,,,,,,,,,,,,,,12.20930233,0.499866846,0.046272494,,Drop-weight,,1,
,,,,,,,,,,,,,,,,12.81183932,0.561873291,0.109905325,,Drop-weight,,1,
Daniel (1987),Daniel,1987,Rate Effects on Delamination Fracture Toughness of Graphite/Epoxy Composites,GIc,AS4,Hercules 3501-6,,CFRP,UD,"[0]24,[0]48",m/s,kJ/m2,https://doi.org/10.1007/978-94-009-3457-3_20,,4,7.41E-05,0.197142489,0.006008649,,Instron electrohydraulic testing machine,,1,
,,,,,,,,,,,,,,,4,0.00224567,0.219363445,0.006916912,,Instron electrohydraulic testing machine,,1,
,,,,,,,,,,,,,,,6,0.02742633,0.237048646,0.014230618,,Instron electrohydraulic testing machine,,1,
,,,,,,,,,,,,,,,4,0.25420789,0.28934058,0.007997352,,Instron electrohydraulic testing machine,,1,
,,,,,,,,,,,,,,,4,1.500505733,0.286001633,0.009939614,,Instron electrohydraulic testing machine,,1,
,,,,,,,,,,,,,,,13,12.68931213,0.248780761,0.016646003,,Instron electrohydraulic testing machine,,1,
Daniel (1987),Daniel,1987,Rate Effects on Delamination Fracture Toughness of Graphite/Epoxy Composites,GIc,T300,Hexcel F-185,,CFRP,UD,"[0]24,[0]48",m/s,kJ/m2,https://doi.org/10.1007/978-94-009-3457-3_20,,2,1.28E-05,2.117139334,0.031388217,,Instron electrohydraulic testing machine,,1,
,,,,,,,,,,,,,,,3,0.00013276,1.945334977,0.059663781,,Instron electrohydraulic testing machine,,1,
,,,,,,,,,,,,,,,3,0.001281379,1.854911632,0.071360573,,Instron electrohydraulic testing machine,,1,
,,,,,,,,,,,,,,,2,0.011997994,1.599260173,0.00348758,,Instron electrohydraulic testing machine,,1,
,,,,,,,,,,,,,,,2,0.12822963,1.452527744,0.081958123,,Instron electrohydraulic testing machine,,1,
,,,,,,,,,,,,,,,2,0.611797684,1.347718866,0.017437898,,Instron electrohydraulic testing machine,,1,
Gillespie (1987),Gillespie,1987,Rate-dependent mode I interlaminar crack growth mechanisms in graphite/epoxy and graphite/PEEK,GIc,AS4,Hercules 3501-6,0.66,CFRP,UD,[0]24,m/s,kJ/m2,https://doi.org/10.1016/0266-3538(87)90058-3,,,4.17E-05,0.19,0.03,,Instron electrohydraulic testing machine,,1,
,,,,,,,,,,,,,,,,0.000416667,0.18,0.02,,Instron electrohydraulic testing machine,,1,
,,,,,,,,,,,,,,,,0.004166667,0.19,0.03,,Instron electrohydraulic testing machine,,1,
Gillespie (1987),Gillespie,1987,Rate-dependent mode I interlaminar crack growth mechanisms in graphite/epoxy and graphite/PEEK,GIc,AS4,PEEK (APC-2),0.62,CFRP,UD,[0]26,m/s,kJ/m2,https://doi.org/10.1016/0266-3538(87)90058-3,,,4.17E-06,1.56,0.05,,Instron electrohydraulic testing machine,,1,
,,,,,,,,,,,,,,,,4.17E-05,1.75,0.13,,Instron electrohydraulic testing machine,,1,
,,,,,,,,,,,,,,,,0.000416667,1.98,0.13,,Instron electrohydraulic testing machine,,1,
,,,,,,,,,,,,,,,,0.004166667,1.71,0.16,,Instron electrohydraulic testing machine,,1,
Guo (1998),Guo,1998,Dynamic Mode-I crack-propagation in a carbon/epoxy composite,GIc,AS4,Hercules 3501-6,,CFRP,UD,[0]30,m/s (crack opening),kJ/m2,https://doi.org/10.1016/S0266-3538(98)00025-6,,,0.0001,0.1533,,,MTS universal testing machine,,1,
,,,,,,,,,,,,,,,22,104.9,0.165329494,0.016857337,,MTS universal testing machine,,1,
,,,,,,,,,,,,,,,13,147.5919431,0.164357134,0.020048431,,MTS universal testing machine,,1,
,,,,,,,,,,,,,,,7,197.0861063,0.170302364,0.030527089,,MTS universal testing machine,,1,
,,,,,,,,,,,,,,,4,247.5069647,0.214656392,0.059252867,,MTS universal testing machine,,1,
,,,,,,,,,,,,,,,4,300.0430173,0.196971542,0.025523533,,MTS universal testing machine,,1,
Hug (2006),Hug,2006,Effect of the loading rate on mode I interlaminar fracture toughness of laminated composites,GIc,T700,914,0.6,CFRP,UD,[0]32,m/s,kJ/m2,https://doi.org/10.1016/j.engfracmech.2006.05.019,,6,0.0000083,0.166881167,0.007021729,,Mechanical test device (Instron 5581),,1,
,,,,,,,,,,,,,,,12,0.004,0.187794938,0.013974577,,servo-hydraulic (SCHENCK Hydroplus VHS 50/20),,1,
,,,,,,,,,,,,,,,10,0.02,0.18244856,0.024745826,,servo-hydraulic (SCHENCK Hydroplus VHS 50/20),,1,
,,,,,,,,,,,,,,,8,0.24,0.199002574,0.014664999,,servo-hydraulic (SCHENCK Hydroplus VHS 50/20),,1,
,,,,,,,,,,,,,,,14,0.4,0.187499195,0.030886727,,servo-hydraulic (SCHENCK Hydroplus VHS 50/20),,1,
,,,,,,,,,,,,,,,16,1,0.179807293,0.042144438,,servo-hydraulic (SCHENCK Hydroplus VHS 50/20),,1,
,,,,,,,,,,,,,,,8,1.6,0.224885239,0.050543313,,servo-hydraulic (SCHENCK Hydroplus VHS 50/20),,1,
Kusaka (1998),Kusaka,1998,Rate dependence of mode I fracture behaviour in carbon-fibre/epoxy composite laminates,GIc,T300,Toray 2500,0.58,CFRP,UD,[0]20,m/s,kJ/m2,https://doi.org/10.1016/S0266-3538(97)00176-0,,4,1.67E-07,0.273179979,0.009981648,,screw-driven (Instron 1175),,1,
,,,,,,,,,,,,,,,15,8.33E-07,0.272309835,0.01307217,,screw-driven (Instron 1175),,1,
,,,,,,,,,,,,,,,15,8.33E-06,0.236903372,0.013888192,,screw-driven (Instron 1175),,1,
,,,,,,,,,,,,,,,20,8.33E-05,0.205815322,0.017548753,,screw-driven (Instron 1175),,1,
,,,,,,,,,,,,,,,16,0.000833333,0.213685407,0.012501494,,screw-driven (Instron 1175),,1,
,,,,,,,,,,,,,,,16,0.008333333,0.196376223,0.014342704,,screw-driven (Instron 1175),,1,
,,,,,,,,,,,,,,,16,10,0.205349577,0.026503158,,SHPB,,1,
Liu (2001),Liu,2001,Dynamic Fracture Toughness of a Unidirectional Graphite/Epoxy Composite,GIc,IM7,8551-7,0.6,CFRP,UD,[90],m/s (crack opening),kJ/m2,https://doi.org/10.1115/IMECE2001/AMD-25400,,,0.0000001,0.44,,,screw-driven (Instron),,1,
,,,,,,,,,,,,,,,1,324.8730964,0.690479813,,,drop-weight,,1,
,,,,,,,,,,,,,,,1,515.7360406,0.611980802,,,drop-weight,,1,
,,,,,,,,,,,,,,,8,655.8375635,0.465564185,0.072216873,,drop-weight,,1,
,,,,,,,,,,,,,,,1,1007.106599,0.515227043,,,drop-weight,,1,
,,,,,,,,,,,,,,,1,1506.598985,0.276806042,,,drop-weight,,1,
Machado (2017),Machado,2017,Mode I fracture toughness of CFRP as a function of temperature and strain rate,GIc,Carbon (SEAL Texipreg HS 160 RM),Epoxy (SEAL Texipreg HS 160 RM),,CFRP,UD,[0]20,m/s,kJ/m2,https://doi.org/10.1177/0021998316682309,,5,3.33E-05,0.593142857,0.015,,universal testing machine (Instron 3367),,1,
,,,,,,,,,,,,,,,5,0.001666667,0.534857143,0.010285714,,universal testing machine (Instron 3367),,1,
Zabala (2015),Zabala,2015,Loading rate dependency on mode I interlaminar fracture toughness of unidirectional and woven carbon fibre epoxy composites,GIc,Toray GV 170 U,SiComin SR 8100/SD 8822),0.481,CFRP,UD,[0]20,m/s,kJ/m2,https://doi.org/10.1016/j.compstruct.2014.11.001,,5,0.000083,0.7401869,,,Servo-hydraulic (MTS 810),"Modified Beam Theory, High speed camera for crack monitoring",1,
,,,,,,,,,,,,,,,5,0.048,0.5626168,,,Servo-hydraulic (MTS 810),"Modified Beam Theory, High speed camera for crack monitoring",1,
,,,,,,,,,,,,,,,5,0.095,0.5308411,,,Servo-hydraulic (MTS 810),"Modified Beam Theory, High speed camera for crack monitoring",1,
,,,,,,,,,,,,,,,5,0.143,0.5588785,,,Servo-hydraulic (MTS 810),"Modified Beam Theory, High speed camera for crack monitoring",1,
,,,,,,,,,,,,,,,5,0.19,0.5046729,,,Servo-hydraulic (MTS 810),"Modified Beam Theory, High speed camera for crack monitoring",1,
You (1997),You,1997,Loading Rate Effect on Mode I Interlaminar Fracture of Carbon/Epoxy Composite,GIc,Carbon,Epoxy,,CFRP,UD,[0]16,m/s,kJ/m2,https://doi.org/10.1177/073168449701600604,,3,0.00002,0.195,,,Servo-hydraulic (MTS 819),Compliance Method,1,
,,,,,,,,,,,,,,,3,0.0002,0.187,,,Servo-hydraulic (MTS 819),Compliance Method,1,
,,,,,,,,,,,,,,,3,0.002,0.178,,,Servo-hydraulic (MTS 819),Compliance Method,1,
,,,,,,,,,,,,,,,3,0.02,0.28,,,Servo-hydraulic (MTS 819),Compliance Method,1,
,,,,,,,,,,,,,,,3,0.12,0.356,,,Servo-hydraulic (MTS 819),Compliance Method,1,
Yaniv (1988),Yaniv,1988,Height-Tapered Double Cantilever Beam Specimen for Study of Rate Effects on Fracture Toughness of Composites,GIc,AS4,Hercules 3501-6,,CFRP,UD,"[0]24,[0]48",m/s (crack opening),kJ/m2,https://doi.org/10.1520/STP26139S,,2,0.000609822,0.190590818,0.005840308,,Instron electrohydraulic testing machine,"Beam Method including effects of transverse shear and kin. energy, conductive paint for crack monitoring",1,
